Area,Homeownership_Rate,Renter_Rate
404702,52.11,47.89
404703,41.43,58.57
404801,50.73,49.27
404802,43.34,56.66
404803,73.05,26.95
404901,68.57,31.43
404902,71.58,28.42
404903,59.91,40.09
405001,77.7,22.3
405002,57.39,42.61
405101,64.7,35.3
405102,53.11,46.89
405201,56.17,43.83
405202,47.54,52.46
405203,55.35,44.65
405301,46.31,53.69
405302,62.15,37.85
405400,82.83,17.17
405500,77.06,22.94
405600,74.97,25.03
405701,67.02,32.98
405702,60.57,39.43
405800,69.86,30.14
405900,75.15,24.85
406000,71.63,28.37
406101,35.4,64.6
406102,27.51,72.49
406200,42.28,57.72
406300,75.78,24.22
406402,89.3,10.7
406411,78.01,21.99
406412,87.55,12.45
406500,68.87,31.13
406601,90.02,9.98
406602,69.8,30.2
406701,59.7,40.3
406702,55.74,44.26
406800,80.52,19.48
406901,55.86,44.14
406902,72.37,27.63
407001,84.97,15.03
407002,77.76,22.24
407101,65.94,34.06
407102,69.32,30.68
407200,72.65,27.35
407301,66.24,33.76
407302,80.93,19.07
407400,82.94,17.06
407501,58.9,41.1
407502,64.21,35.79
407601,30.48,69.52
407602,62.6,37.4
407701,41.98,58.02
407702,73.62,26.38
407801,89.86,10.14
407802,79.47,20.53
407900,82.28,17.72
408003,84.06,15.94
408004,46.22,53.78
408005,73.08,26.92
408006,39.57,60.43
408133,41,59
408134,75.91,24.09
408135,59.48,40.52
408136,77.67,22.33
408137,40.93,59.07
408138,70.41,29.59
408139,65.95,34.05
408140,65.66,34.34
408141,77.59,22.41
408202,52.19,47.81
408211,49.24,50.76
408212,79.18,20.82
408301,69.17,30.83
408302,81.57,18.43
408303,86.42,13.58
408401,67.43,32.57
408402,92.85,7.15
408501,60.15,39.85
408503,90.08,9.92
408504,58.48,41.52
408505,90.73,9.27
408623,72,28
408624,84.97,15.03
408625,86.96,13.04
408626,67.42,32.58
408627,87.51,12.49
408628,63.85,36.15
408629,83.19,16.81
408630,70.06,29.94
408631,71.55,28.45
408703,86.66,13.34
408704,53.98,46.02
408705,74.06,25.94
408706,94.3,5.7
408722,83.37,16.63
408723,75.25,24.75
408724,10.49,89.51
408800,17.41,82.59
430002,55.88,44.12
430003,96.91,3.09
430101,37.86,62.14
430102,60.47,39.53
430200,64.8,35.2
430301,91.07,8.93
430302,61.18,38.82
430400,84.16,15.84
430501,80.68,19.32
430502,48.98,51.02
430600,87.97,12.03
430701,61.9,38.1
430721,54.25,45.75
430723,33.98,66.02
430724,24.77,75.23
430801,35.09,64.91
430802,83.01,16.99
430803,73.49,26.51
430901,30.68,69.32
430902,43.27,56.73
431001,28.68,71.32
431002,54.31,45.69
431100,42.85,57.15
431200,74.02,25.98
431300,64.75,35.25
431400,70.75,29.25
431501,57.75,42.25
431502,63.43,36.57
431600,79.66,20.34
431700,78.92,21.08
431800,63.18,36.82
431900,46.67,53.33
432000,68.06,31.94
432101,77.64,22.36
432102,79.39,20.61
432201,46.52,53.48
432202,56,44
432300,64.43,35.57
432401,47.99,52.01
432402,36.07,63.93
432500,54.92,45.08
432601,47.83,52.17
432602,68.74,31.26
432700,46.98,53.02
432801,21.55,78.45
432802,15.66,84.34
432901,50,50
432902,67.32,32.68
433101,60.9,39.1
433102,24.58,75.42
433200,40.79,59.21
433302,30.42,69.58
433304,16.2,83.8
433305,23.81,76.19
433306,40.05,59.95
433307,49.83,50.17
433401,40.76,59.24
433402,35.76,64.24
433403,22.83,77.17
433501,17.5,82.5
433503,30.63,69.37
433504,22.22,77.78
433601,49.2,50.8
433602,39.38,60.62
433700,64.69,35.31
433801,35.92,64.08
433802,63.19,36.81
433901,22.15,77.85
433902,56.69,43.31
434001,60.7,39.3
434003,42.49,57.51
434004,56.99,43.01
460000,82.44,17.56
460100,90.94,9.06
460200,70.35,29.65
460301,89.76,10.24
460302,83.32,16.68
460401,86.86,13.14
460501,94.08,5.92
460502,86.4,13.6
460600,91.93,8.07
460700,91.66,8.34
460800,93.53,6.47
460900,59.39,40.61
461000,64.55,35.45
461100,53.14,46.86
461200,81.04,18.96
461300,51.8,48.2
461400,41.02,58.98
461501,53.02,46.98
461502,37.16,62.84
461600,40.13,59.87
461700,84.43,15.57
461901,22.22,77.78
461902,3.49,96.51
462001,30.02,69.98
462002,22.09,77.91
462100,34.16,65.84
462201,4.68,95.32
462202,14.09,85.91
462301,23.66,76.34
462302,25.16,74.84
462400,61.04,38.96
462500,74.23,25.77
462600,81.59,18.41
462700,34.18,65.82
462800,47.18,52.82
462900,83.07,16.93
463000,74.64,25.36
463101,59.32,40.68
463102,66.61,33.39
463200,54.27,45.73
463300,60.2,39.8
463400,40.65,59.35
463500,27.51,72.49
463601,23.04,76.96
463602,16.24,83.76
463700,35.19,64.81
463800,93.4,6.6
463900,50.76,49.24
464000,60.93,39.07
464100,91.54,8.46
464200,84.8,15.2
480002,86.67,13.33
480011,42.63,57.37
480012,59.79,40.21
480101,61.84,38.16
480102,58.98,41.02
480201,87.59,12.41
480202,84.77,15.23
480302,39.26,60.74
480303,22.34,77.66
480304,20.3,79.7
480400,46.73,53.27
480500,55.09,44.91
480600,29.27,70.73
480702,69.25,30.75
480703,47.52,52.48
480704,30.41,69.59
480802,55.79,44.21
480803,61.65,38.35
480804,31,69
480901,27.81,72.19
480902,19.9,80.1
480903,45.14,54.86
481001,33.38,66.62
481002,41.7,58.3
481101,20.15,79.85
481102,9.72,90.28
481103,53.52,46.48
481201,45.49,54.51
481202,52.01,47.99
481300,65.82,34.18
481401,39.97,60.03
481402,58.54,41.46
481500,62.45,37.55
481603,33.17,66.83
481604,35.11,64.89
481605,26.9,73.1
481606,34.21,65.79
481711,29.23,70.77
481712,30.58,69.42
481713,29.28,70.72
481714,22.75,77.25
481800,78.8,21.2
481901,63.82,36.18
481902,43.31,56.69
482001,83.28,16.72
482002,53.63,46.37
482101,56.65,43.35
482102,66.95,33.05
482201,37.66,62.34
482202,43.61,56.39
482301,36.49,63.51
482303,36.29,63.71
482304,24.9,75.1
482401,36.94,63.06
482402,61.96,38.04
482502,37.21,62.79
482503,34.89,65.11
482521,66.64,33.36
482522,68.93,31.07
482600,66.43,33.57
482701,52.79,47.21
482702,83.46,16.54
482800,66.48,33.52
500100,92.07,7.93
500201,91.68,8.32
500202,87.34,12.66
500300,80.41,19.59
500402,46.05,53.95
500403,90.01,9.99
500404,73.4,26.6
500500,65.2,34.8
500600,64.57,35.43
500700,72.27,27.73
500800,75.46,24.54
500900,52.96,47.04
501001,75.11,24.89
501002,76.12,23.88
501200,77.66,22.34
501300,57.43,42.57
501400,36.61,63.39
501501,89.29,10.71
501503,21.13,78.87
501504,16.17,83.83
501600,63.92,36.08
501700,67.47,32.53
501802,45.04,54.96
501803,9.79,90.21
501804,28.37,71.63
501900,75.09,24.91
502003,53.94,46.06
502004,59.43,40.57
502005,56.31,43.69
502100,58.02,41.98
502200,72.26,27.74
502301,79.7,20.3
502302,33.2,66.8
502401,64.09,35.91
502402,77.8,22.2
502500,50.05,49.95
502601,84.11,15.89
502602,50.45,49.55
502700,68.79,31.21
502801,77.68,22.32
502802,24.9,75.1
502901,84.27,15.73
502902,46.19,53.81
503000,46.77,53.23
503103,76.41,23.59
503104,60.37,39.63
503105,57.43,42.57
503106,52.85,47.15
503201,82.88,17.12
503202,64.35,35.65
503301,93.16,6.84
503302,57.07,42.93
503401,62.19,37.81
503402,79.8,20.2
503501,59.73,40.27
503502,79.63,20.37
503601,90.9,9.1
503602,79.15,20.85
503701,58.91,41.09
503702,70.34,29.66
503703,73.11,26.89
503801,72.84,27.16
503802,87.29,12.71
503901,86.97,13.03
503902,78.68,21.32
504001,67.77,32.23
504002,78.08,21.92
504101,66.19,33.81
504102,,
530003,89.24,10.76
530004,60.36,39.64
530005,84.66,15.34
530006,22.52,77.48
530101,23.25,76.75
530102,43.87,56.13
530202,68.04,31.96
530203,35.93,64.07
530204,25.26,74.74
530301,34.51,65.49
530302,45.06,54.94
530400,38.72,61.28
530500,29.85,70.15
530601,42.34,57.66
530602,65.21,34.79
530700,46.9,53.1
530801,34.38,65.62
530802,48.41,51.59
530901,42.14,57.86
530902,27.07,72.93
531000,36.56,63.44
531101,27.82,72.18
531102,27.42,72.58
531201,22.31,77.69
531202,23.1,76.9
531301,20.98,79.02
531302,35.17,64.83
531502,25.03,74.97
531503,22.8,77.2
531504,33.64,66.36
531602,25.72,74.28
531603,33.22,66.78
531604,24.03,75.97
531701,37.35,62.65
531702,27.2,72.8
531800,40.32,59.68
531901,39.04,60.96
531902,46.27,53.73
532001,31.52,68.48
532002,36.24,63.76
532101,22.21,77.79
532102,66.36,33.64
532200,33.08,66.92
532302,44.61,55.39
532303,46.65,53.35
532304,37.1,62.9
532400,,
532500,27.46,72.54
532603,23.42,76.58
532604,17.6,82.4
532605,16.16,83.84
532606,13.65,86.35
532700,31.13,68.87
532800,29.15,70.85
532900,25.52,74.48
533001,26.23,73.77
533002,52.27,47.73
533103,10.47,89.53
533104,7.15,92.85
533105,8.23,91.77
533106,25.3,74.7
533107,16.95,83.05
533201,22.59,77.41
533202,33.76,66.24
533203,30.33,69.67
533300,21,79
533401,25.93,74.07
533402,29.74,70.26
533403,22.06,77.94
533501,25.13,74.87
533502,37.66,62.34
533503,25.26,74.74
533601,15.89,84.11
533602,26.04,73.96
533603,27.57,72.43
533701,26.62,73.38
533702,20.52,79.48
533703,30.79,69.21
533803,24.51,75.49
533804,30.63,69.37
533805,38.63,61.37
533806,33.99,66.01
533901,16.57,83.43
533902,31.59,68.41
534001,23,77
534002,39.6,60.4
534101,32.04,67.96
534102,15.16,84.84
534201,19.18,80.82
534202,17.62,82.38
534203,25.43,74.57
534301,18.93,81.07
534302,18.02,81.98
534403,20.38,79.62
534404,20.7,79.3
534405,8.64,91.36
534406,11.82,88.18
534501,45.42,54.58
534502,54.4,45.6
534700,73.04,26.96
534802,46.75,53.25
534803,39.02,60.98
534804,48.36,51.64
534900,33.88,66.12
535001,41.6,58.4
535002,34.98,65.02
535101,36.52,63.48
535102,31.54,68.46
535200,39.34,60.66
535300,36.29,63.71
535400,33.57,66.43
535501,19.8,80.2
535502,30.43,69.57
535503,28.1,71.9
535603,35.02,64.98
535604,45.57,54.43
535605,29.14,70.86
535606,25.93,74.07
535607,60.44,39.56
535701,42.05,57.95
535702,29.26,70.74
535802,47.01,52.99
535803,30.07,69.93
535804,38.03,61.97
535901,55.56,44.44
535902,78.19,21.81
536000,32.2,67.8
536102,60.97,39.03
536103,60.12,39.88
536104,45.38,54.62
536200,61.28,38.72
540000,42.04,57.96
540101,61.65,38.35
540102,63,37
540201,16.36,83.64
540202,14.2,85.8
540203,22.79,77.21
540300,46.47,53.53
540400,46.04,53.96
540501,58.75,41.25
540502,16.07,83.93
540600,32.3,67.7
540700,38.72,61.28
540800,68.85,31.15
540901,51.86,48.14
540902,57.52,42.48
541001,85.81,14.19
541002,89.71,10.29
541100,63.4,36.6
541200,63.4,36.6
541300,67.37,32.63
541400,41.53,58.47
541500,39.98,60.02
541603,34.62,65.38
541604,36.23,63.77
541605,45.71,54.29
541606,30.3,69.7
541700,68.14,31.86
541801,49.45,50.55
541802,64.44,35.56
542000,53.69,46.31
542103,50.68,49.32
542104,57.97,42.03
542105,39.65,60.35
542106,39.46,60.54
542200,61.8,38.2
542401,62.61,37.39
542402,67.41,32.59
542501,53.64,46.36
542502,25.71,74.29
542601,29.85,70.15
542602,45.92,54.08
542700,65.15,34.85
542800,77.87,22.13
542900,58.23,41.77
543000,65.18,34.82
543100,70.05,29.95
543201,65.3,34.7
543202,40.32,59.68
543304,91.59,8.41
543305,95.98,4.02
543306,72.96,27.04
543321,86.28,13.72
543322,88.17,11.83
543400,83.13,16.87
543501,57.61,42.39
543502,64.19,35.81
543503,61.16,38.84
543601,73.36,26.64
543602,75.48,24.52
543603,89.6,10.4
543604,86.61,13.39
543701,76.15,23.85
543702,61.86,38.14
543703,82.4,17.6
543801,76.09,23.91
543802,49.7,50.3
543903,85.67,14.33
543905,60.02,39.98
544001,76.69,23.31
544002,79.95,20.05
550000,75,25
550100,84.52,15.48
550201,42.98,57.02
550202,78.37,21.63
550300,63.92,36.08
550400,81.96,18.04
550500,75.25,24.75
550601,49.51,50.49
550602,81.68,18.32
550700,73.61,26.39
550800,58.63,41.37
550901,22.5,77.5
550902,28.57,71.43
551000,68.14,31.86
551101,25.32,74.68
551102,7.47,92.53
551201,49.43,50.57
551202,43.21,56.79
551300,28.59,71.41
551401,40.84,59.16
551402,62.33,37.67
551501,48.23,51.77
551502,62.74,37.26
551600,,
551700,63.88,36.12
551800,45.76,54.24
551900,63.39,36.61
552001,78.5,21.5
552002,42.02,57.98
552100,53.81,46.19
552200,29.5,70.5
552301,58.48,41.52
552302,45.6,54.4
552400,73.18,26.82
552601,83.87,16.13
552602,58.64,41.36
552700,76.69,23.31
552800,63,37
552900,54.26,45.74
553000,88.68,11.32
553100,52.7,47.3
553200,73.19,26.81
553300,71.71,28.29
553400,66.08,33.92
553502,33.75,66.25
553503,34.02,65.98
553504,50.64,49.36
553601,37.15,62.85
553602,34.88,65.12
553701,38.1,61.9
553702,46.15,53.85
553801,18.94,81.06
553802,40.04,59.96
553901,54.98,45.02
553902,31.15,68.85
554001,69.58,30.42
554002,37.52,62.48
554101,33.07,66.93
554103,72.11,27.89
554104,26.02,73.98
554105,2.31,97.69
554201,53.26,46.74
554203,29.63,70.37
554204,19.5,80.5
554301,44.5,55.5
554302,24.49,75.51
554403,26.34,73.66
554404,19.98,80.02
554405,11.72,88.28
554406,52.47,47.53
554511,73.97,26.03
554512,88.15,11.85
554513,72.58,27.42
554514,70.35,29.65
554515,85.28,14.72
554516,86.86,13.14
554517,65.69,34.31
554518,83.48,16.52
554519,86.93,13.07
554521,69.53,30.47
554522,87.51,12.49
554600,55.55,44.45
554700,65.29,34.71
554801,70.05,29.95
554802,49.1,50.9
554900,48.39,51.61
555001,65.65,34.35
555002,49.03,50.97
555102,35.36,64.64
555103,52.87,47.13
555104,47.86,52.14
555202,94.95,5.05
555211,40.91,59.09
555212,47.06,52.94
570001,68.75,31.25
570002,81.63,18.37
570003,80.59,19.41
570100,78.69,21.31
570202,58.61,41.39
570203,25.32,74.68
570204,38.3,61.7
570301,30.5,69.5
570303,52.46,47.54
570304,28.98,71.02
570402,75.27,24.73
570403,37.4,62.6
570404,52.93,47.07
570501,66.48,33.52
570502,54.61,45.39
570601,40.35,59.65
570602,47.75,52.25
570603,23.65,76.35
570701,45.77,54.23
570702,83.31,16.69
570800,80.58,19.42
570901,86.16,13.84
570902,73.91,26.09
571000,86.82,13.18
571101,80.79,19.21
571102,70.13,29.87
571200,49.98,50.02
571300,82.35,17.65
571400,67.29,32.71
571502,52.06,47.94
571503,60.06,39.94
571504,38.25,61.75
571600,0.9,99.1
571701,42.3,57.7
571703,36.34,63.66
571704,42.69,57.31
571800,77.29,22.71
571900,51.77,48.23
572001,60.65,39.35
572002,44.84,55.16
572100,86.01,13.99
572201,57.63,42.37
572202,63.45,36.55
572301,42.74,57.26
572302,58.35,41.65
572400,73.85,26.15
572500,24.77,75.23
572600,72.84,27.16
572700,67.64,32.36
572800,0,100
572900,35.31,64.69
573002,4.88,95.12
573003,56.36,43.64
573004,13.07,86.93
573100,31.29,68.71
573201,21.77,78.23
573202,37.19,62.81
573300,27.98,72.02
573401,46.17,53.83
573402,34.64,65.36
573403,74.84,25.16
573601,77.38,22.62
573700,89.26,10.74
573800,85.46,14.54
573902,82.13,17.87
574000,89.77,10.23
574100,79.65,20.35
574201,87.48,12.52
574202,43.22,56.78
574300,73.55,26.45
574400,85.5,14.5
574500,86.06,13.94
574601,,
574602,77.46,22.54
574700,,
574800,52.85,47.15
574901,78.32,21.68
574902,24.29,75.71
575001,26.7,73.3
575002,40.77,59.23
575101,23.11,76.89
575102,9.92,90.08
575103,16.86,83.14
575201,27.54,72.46
575202,17.93,82.07
575300,12.15,87.85
575401,4.99,95.01
575402,11.7,88.3
575500,,
575801,3.85,96.15
575802,11.02,88.98
575803,4.96,95.04
575901,36.77,63.23
575902,15.91,84.09
576001,39.24,60.76
576200,11.17,88.83
576301,17.42,82.58
576302,7.83,92.17
576401,9.52,90.48
576402,17.77,82.23
576403,11.18,88.82
576501,15.51,84.49
576502,19.25,80.75
576503,15.82,84.18
576601,24.68,75.32
576602,21.8,78.2
576700,38.14,61.86
576801,19.53,80.47
576802,21.24,78.76
576901,9.98,90.02
576903,13.04,86.96
576904,20.27,79.73
577000,25.02,74.98
577100,25.29,74.71
577200,27.42,72.58
577300,24.11,75.89
577400,38.39,61.61
577501,60.48,39.52
577504,42.47,57.53
577602,70.42,29.58
577603,59.33,40.67
577604,84.35,15.65
599000,23.96,76.04
599100,11.5,88.5
600100,18.94,81.06
600201,23.18,76.82
600202,22.78,77.22
600302,67.65,32.35
600303,14.72,85.28
600304,20.28,79.72
600400,57.61,42.39
600501,63.07,36.93
600502,68.18,31.82
600601,59.26,40.74
600602,7.58,92.42
600702,71.33,28.67
600703,76.04,23.96
600704,48.89,51.11
600801,82.92,17.08
600802,52.27,47.73
600902,19.85,80.15
600911,43.89,56.11
600912,48.3,51.7
601001,15.88,84.12
601002,24.3,75.7
601100,5.89,94.11
601202,49.47,50.53
601211,12.63,87.37
601212,17.39,82.61
601301,61.1,38.9
601302,16.79,83.21
601303,13.32,86.68
601401,23.9,76.1
601402,53.43,46.57
601501,15.41,84.59
601502,32.09,67.91
601600,29.58,70.42
601700,26.07,73.93
601801,37.96,62.04
601802,38.93,61.07
601900,22.52,77.48
602002,37.75,62.25
602003,33.13,66.87
602004,45.67,54.33
602103,17.75,82.25
602104,21.81,78.19
602105,16.29,83.71
602106,16.85,83.15
602200,44.21,55.79
602301,68.3,31.7
602302,83.38,16.62
602402,56.21,43.79
602403,11.2,88.8
602404,21.88,78.12
602504,8.33,91.67
602505,4.54,95.46
602506,8.71,91.29
602507,16.05,83.95
602508,13.65,86.35
602509,31.68,68.32
602600,65.12,34.88
602700,82.55,17.45
602801,16.47,83.53
602802,75.43,24.57
602900,64.44,35.56
603001,36.78,63.22
603004,18.97,81.03
603005,37.84,62.16
603006,34.06,65.94
603101,37.33,62.67
603102,37.11,62.89
603200,72.39,27.61
603301,35.52,64.48
603302,56.17,43.83
603400,61.49,38.51
603500,82.97,17.03
603600,69.66,30.34
603702,80.87,19.13
603703,88.52,11.48
603704,17,83
603801,22.8,77.2
603802,36.18,63.82
603900,39.28,60.72
604001,33.25,66.75
604002,26.35,73.65
604100,33.56,66.44
609900,49.6,50.4
620001,45.92,54.08
620002,25.84,74.16
620101,56.2,43.8
620102,29.48,70.52
620201,25.72,74.28
620301,82.62,17.38
620303,80.29,19.71
620305,50,50
620400,73.92,26.08
620501,60.57,39.43
620521,42.19,57.81
620522,53.67,46.33
620601,48.97,51.03
620602,71.24,28.76
620701,48.36,51.64
620702,70.13,29.87
620800,72.6,27.4
620901,80.27,19.73
620904,69.95,30.05
621001,60.35,39.65
621002,50.22,49.78
621004,43.74,56.26
621102,61.28,38.72
621104,38.03,61.97
621201,55.09,44.91
621204,24.88,75.12
621301,54.85,45.15
621324,35.76,64.24
621326,16.62,83.38
621400,51.01,48.99
650001,66.28,33.72
650003,35.53,64.47
650004,42.51,57.49
650101,76.22,23.78
650102,73.02,26.98
650200,76.52,23.48
650300,43.32,56.68
650401,68.48,31.52
650501,91.26,8.74
650502,72.09,27.91
650602,17.11,82.89
650603,59.1,40.9
650604,2.8,97.2
650605,25.85,74.15
650701,85.44,14.56
650702,82.58,17.42
650800,66.38,33.62
650901,41.78,58.22
650902,51.16,48.84
651001,74.4,25.6
651002,59.96,40.04
651101,55.76,44.24
651102,41.37,58.63
651201,85.22,14.78
651221,27.05,72.95
651222,39.19,60.81
651302,74.84,25.16
651304,52.28,47.72
651401,64.66,35.34
651402,68,32
670001,64.37,35.63
670002,39.7,60.3
670003,39.23,60.77
670100,37.52,62.48
670201,81.53,18.47
670202,91.33,8.67
670324,87.46,12.54
670326,94.87,5.13
670328,82.46,17.54
670403,89.08,10.92
670405,74.17,25.83
670406,92.37,7.63
670407,57.75,42.25
670411,82.73,17.27
670413,85.72,14.28
670416,73.15,26.85
670500,97.11,2.89
670602,79.56,20.44
670701,85.54,14.46
670702,95.69,4.31
700101,8.36,91.64
700102,9.2,90.8
700200,9.66,90.34
700300,25.95,74.05
700400,25.19,74.81
700501,34.14,65.86
700502,32.12,67.88
700600,89.15,10.85
700700,88.37,11.63
700801,29.64,70.36
700802,22.91,77.09
700901,42.64,57.36
700902,20.7,79.3
701000,40.52,59.48
701100,34.62,65.38
701201,87.14,12.86
701202,30.26,69.74
701302,16.37,83.63
701304,45.53,54.47
701402,9.91,90.09
701501,17.95,82.05
701502,12.29,87.71
701601,55.16,44.84
701602,38.06,61.94
701701,27.69,72.31
701702,4.11,95.89
701801,21.05,78.95
701802,14.4,85.6
701902,3.55,96.45
702002,16.82,83.18
702102,21.62,78.38
702201,34.74,65.26
702202,49.32,50.68
702300,47.63,52.37
702400,41.66,58.34
702501,53.2,46.8
702502,73.19,26.81
702600,75.03,24.97
702700,81.41,18.59
702801,41.79,58.21
702802,46.34,53.66
702803,33.31,66.69
702901,4.7,95.3
703001,44.86,55.14
703002,75.76,24.24
703100,63.24,36.76
703200,77.39,22.61
800101,90.01,9.99
800102,80.55,19.45
800202,87.17,12.83
800203,76.81,23.19
800204,74.18,25.82
800324,82.67,17.33
800325,81.64,18.36
800326,80.55,19.45
800327,59.45,40.55
800328,47.66,52.34
800329,62.01,37.99
800330,89.01,10.99
800331,83.21,16.79
800332,93.42,6.58
800406,69.82,30.18
800408,77.02,22.98
800410,80.76,19.24
800504,63,37
800506,67.72,32.28
900102,51.67,48.33
900103,66.43,33.57
900104,64.14,35.86
900201,73.99,26.01
900300,77.6,22.4
900501,54,46
900504,64.78,35.22
900505,52.7,47.3
900506,54.07,45.93
900507,54.91,45.09
900508,63.38,36.62
900602,73.01,26.99
900605,69.14,30.86
900606,36.33,63.67
900607,38.21,61.79
900608,61.2,38.8
900609,48.89,51.11
900701,43.25,56.75
900703,13.04,86.96
900704,4.31,95.69
900705,37.01,62.99
900803,55.02,44.98
900804,52.11,47.89
900805,60.44,39.56
900806,6.93,93.07
900900,73.76,26.24
901003,,
901004,80.04,19.96
901007,87.54,12.46
901008,66.81,33.19
901009,67.62,32.38
901010,61.54,38.46
901011,57.26,42.74
901101,66.92,33.08
901102,70.72,29.28
901205,71.68,28.32
901209,77.87,22.13
901210,83.9,16.1
901213,89.14,10.86
910001,71.42,28.58
910002,72.85,27.15
910101,51.51,48.49
910201,60.94,39.06
910202,89.68,10.32
910205,76.96,23.04
910206,82.64,17.36
910207,76.55,23.45
910208,68.49,31.51
910209,87.85,12.15
910210,73.29,26.71
910301,87.03,12.97
910302,86.56,13.44
910401,56.79,43.21
910402,24.17,75.83
910403,5.38,94.62
910404,56.06,43.94
910501,1.9,98.1
910502,33.05,66.95
910504,63.64,36.36
910505,72.82,27.18
910601,57.42,42.58
910602,42.22,57.78
910603,56.71,43.29
910605,60.45,39.55
910606,76.43,23.57
910705,74.92,25.08
910706,75.35,24.65
910707,60.2,39.8
910709,79.8,20.2
910711,62.08,37.92
910712,79,21
910713,76.95,23.05
910714,60.35,39.65
910715,63.48,36.52
910716,73.43,26.57
910804,91.95,8.05
910805,83.37,16.63
910807,75.04,24.96
910808,91.24,8.76
910809,94.53,5.47
910810,94.44,5.56
910811,80,20
910812,90,10
910813,91.07,8.93
911001,74.16,25.84
920011,72.73,27.27
920012,75.78,24.22
920013,93.65,6.35
920015,91.89,8.11
920016,90.32,9.68
920017,70.29,29.71
920018,82.85,17.15
920020,90.58,9.42
920023,73.97,26.03
920026,87.95,12.05
920028,80.1,19.9
920029,70.05,29.95
920030,58.48,41.52
920031,80.31,19.69
920032,93.31,6.69
920033,76.35,23.65
920034,70.73,29.27
920035,62.34,37.66
920036,70.65,29.35
920037,11.68,88.32
920038,45.86,54.14
920039,92.84,7.16
920040,71.83,28.17
920041,32.92,67.08
920042,47.55,52.45
920043,86,14
920044,82.15,17.85
920045,96.24,3.76
920102,50.03,49.97
920104,94.27,5.73
920106,78.23,21.77
920107,78.86,21.14
920108,73.3,26.7
920109,62.53,37.47
920110,71.92,28.08
920111,91.43,8.57
920112,70.76,29.24
920114,43.04,56.96
920115,73.68,26.32
920116,90.35,9.65
920118,85.92,14.08
920119,95.04,4.96
920200,,
920303,55.76,44.24
920312,48.09,51.91
920313,79.76,20.24
920314,80.19,19.81
920322,84.39,15.61
920326,51.8,48.2
920328,43.61,56.39
920329,69.33,30.67
920330,61.86,38.14
920331,63.12,36.88
920332,72.54,27.46
920334,60.78,39.22
920336,25.72,74.28
920337,25.19,74.81
920338,89.82,10.18
920339,69.65,30.35
930101,56,44
930200,72.02,27.98
930301,76.86,23.14
980001,,
980002,,
980003,,
980004,,
980005,,
980006,,
980007,,
980008,37.84,62.16
980009,,
980010,30.51,69.49
980013,,
980014,,
980015,0,100
980018,,
980019,85.92,14.08
980020,,
980021,,
980022,,
980023,,
980024,79.75,20.25
980025,,
980026,,
980028,,
980030,,
980031,,
980033,,
990300,,
