Area,LA_Crimes
101110,11.401327
101122,13.673656
101210,15.980959
101220,18.263268
101300,10.204082
101400,11.438306
102103,18.378378
102104,10.916404
102105,8.2389288
102107,15.005087
103101,8.2201576
103102,16.855087
103200,19.050642
103300,15.487397
103400,11.565035
104103,12.440906
104105,6.8504882
104108,23.794996
104124,15.10223
104201,14.347202
104203,17.398508
104204,31.43535
104310,14.734393
104320,32.512684
104401,18.608414
104403,20.212402
104404,27.08559
104500,26.255333
104610,18.906942
104620,18.99474
104701,29.118774
104703,15.425298
104704,11.71435
104810,15.86754
104821,28.327749
104822,11.664075
106010,25.743898
106020,16.722408
106111,19.310631
106112,17.806623
106113,12.156295
106114,24.468445
106403,25.893612
106405,18.039215
106406,18.380346
106407,12.452438
106408,15.353122
106510,16.50165
106520,14.725796
106603,14.127764
106604,36.222511
106641,14.452214
106642,17.241379
106643,13.885966
106645,15.877771
106646,12.198428
106648,25.037556
106649,10.538201
107010,21.822849
107020,15.498288
108101,7.9398246
108102,8.6346464
108103,10.583611
108104,4.5592704
108201,11.289771
108202,8.8360758
109100,44.284634
109200,13.929619
109300,16.194332
109400,13.481829
109601,18.291458
109603,15.169757
109604,29.088558
109700,18.050541
109800,11.431893
111100,23.198267
111201,20.962503
111202,22.162645
111204,8.9011164
111205,16.290728
111206,17.274067
111301,23.165051
111302,15.655578
111400,14.976958
113101,22.106632
113102,16.909815
113211,18.43318
113212,20.693853
113213,22.061943
113231,18.303572
113232,22.592674
113233,22.701185
113234,18.610691
113235,41.739132
113237,22.323572
113301,70.309189
113303,24.964336
113321,26.695141
113322,16.514227
113401,32.482597
113421,19.69302
113422,24.481266
115101,17.570959
115103,16.133764
115104,9.9444962
115201,11.528672
115202,35.307018
115301,11.916343
115302,24.915062
115401,17.716864
115403,18.857143
115404,43.4333
117101,11.730206
117102,15.195369
117201,45.327606
117202,19.559902
117301,15.717599
117302,16.60079
117303,17.255325
117404,23.350012
117405,19.90571
117407,22.251656
117408,38.973385
117510,29.381966
117520,27.694611
117530,16.212004
119001,10.403451
119002,18.613243
119201,19.919313
119202,19.479048
119310,23.987619
119320,11.147812
119340,17.007706
119341,23.698383
119342,8.3863506
119400,16.223114
119700,23.460411
119800,10.032413
119900,15.163148
120010,31.552528
120020,16.590626
120030,51.17017
120103,21.419828
120104,56.259315
120105,27.129122
120106,25.772099
120107,22.38806
120108,38.500923
120300,13.75737
120400,13.673265
121010,23.320496
121020,19.518717
121101,13.324873
121102,46.77914
121210,29.990627
121221,15.190972
121222,12.211669
121600,16.393442
121801,19.572418
121802,44.16404
121900,17.840376
122000,26.860842
122120,10.658307
122121,9.6982756
122122,41.752789
122200,16.526947
122410,32.442253
122420,17.668606
123010,20.069204
123020,19.425676
123103,34.303288
123104,20.304569
123203,34.87429
123204,20.493021
123205,23.212971
123206,18.776077
123301,20.893532
123303,7.9608083
123304,24.021353
123410,24.242424
123420,33.287102
123510,25.984409
123520,37.599998
123601,29.36747
123602,9.2050209
123700,26.337006
123800,26.611895
123901,49.225792
123902,21.683205
124000,13.351659
124102,34.722221
124103,36.314117
124104,33.736706
124105,6.6815143
124201,41.399231
124203,31.563313
124204,27.768808
124300,29.22423
124400,14.051522
124500,24.992189
124600,17.585693
124700,20.725389
124902,26.394922
124903,16.505762
125100,22.842226
125200,35.23534
125310,34.723648
125320,27.797834
125401,41.167274
125402,22.332506
125501,32.297379
125502,21.450748
125600,18.044481
127102,32.307991
127103,9.5722408
127104,40.463917
127210,35.066914
127220,22.959183
127300,38.411175
127400,31.871201
127520,29.98992
127603,5.294507
127604,25.521208
127605,21.84466
127606,12.001043
127711,75.461601
127712,15.608741
127803,24.795437
127804,11.314396
127805,24.38447
127806,48.091839
127910,29.056162
127920,18.68926
128101,20.235579
128102,56.615913
128210,64.711273
128220,14.563107
128302,22.106882
128303,32.323822
128400,29.179623
128500,34.878487
128601,24.726477
128602,16.430412
128702,28.624979
128801,30.495169
128802,21.76643
128910,18.577366
131010,21.876982
131020,28.977777
131100,10.180337
131200,16.515545
131300,10.541253
131400,14.863353
131600,23.08992
131701,11.175682
131702,22.963367
131800,24.695652
131900,19.762007
132001,14.527845
132002,11.416862
132101,10.362695
132102,19.159225
132300,18.132612
132501,19.159912
132502,7.5662041
132700,18.152115
132900,19.607843
133000,12.150141
133100,16.879091
134001,30.195381
134002,16.346153
134101,17.021276
134103,14.798206
134104,23.40169
134201,23.792358
134302,12.714064
134303,20.155294
134304,23.896448
134305,13.327507
134306,15.821058
134421,10.840109
134422,14.019628
134423,13.025459
134424,6.2385321
134520,36.948528
134521,15.686275
134522,25.734339
134710,17.561464
134720,29.635727
134800,16.073658
134901,16.568047
134903,19.68504
134904,31.610422
134905,30.521164
135102,13.972537
135111,56.165268
135113,48.498844
135114,21.808172
135201,30.54258
135202,12.050833
135203,13.803472
137000,15.843235
137103,14.031414
137104,35.51532
137201,19.513865
137301,10.984182
137302,12.38938
137401,20.97105
137402,15.414258
137501,37.912357
137502,43.47826
137504,12.333498
138000,16.258446
139001,17.515274
139200,17.691208
139301,16.115871
139302,15.002143
139303,24.858757
139401,38.511749
139402,30.967293
139502,26.02108
139503,16.689608
139504,23.222883
139600,25.66868
139701,26.14642
139702,14.019463
139703,12.256669
139801,9.9067602
139802,12.326656
141101,18.59202
141102,13.680347
141201,29.397705
141202,16.783216
141302,28.760675
141303,18.939394
141304,33.773411
141400,28.899183
141500,13.726147
141600,10.341511
141700,17.724783
143100,23.080439
143200,19.563007
143300,15.625
143400,28.175592
143500,11.04503
143602,15.436667
143603,11.125946
143604,47.048512
143700,43.298401
143800,32.117584
143901,36.761173
143902,15.984016
181000,18.335226
181300,11.464968
181400,25.330158
181500,19.319939
181600,8.4196892
183101,26.953444
183103,12.646793
183104,16.222961
183220,17.245241
183221,19.924099
183222,11.271676
183300,25.260029
183401,18.93004
183402,15.706806
183510,19.833399
183520,16.518091
183610,22.792023
183620,21.654135
183701,17.548454
183702,9.8400984
183810,30.411024
183820,15.5
185100,17.978922
185202,12.726383
185203,18.495684
185204,16.904385
185310,14.02306
185320,37.419815
186100,8.8514681
186201,21.864561
186202,16.740522
186203,10.176391
186301,11.279408
186302,14.647416
186401,35.931454
186403,13.675784
186404,19.120459
187101,16.574585
187102,28.834721
187200,18.684872
187300,20.939087
188100,22.866259
188201,19.484241
188202,19.039377
188300,8.5920181
189101,17.09062
189102,18.147684
189201,20.700151
189202,16.336056
189300,19.028202
189400,12.524907
189500,24.21368
189600,28.050491
189701,16.710182
189702,45.669292
189800,32.41206
189902,24.338827
189903,0
189904,37.728355
189905,33.195023
190100,107.26932
190201,100.53111
190202,52.666229
190301,15.228426
190401,23.180752
190402,9.3656874
190510,28.216259
190520,7.0511208
190700,130.33034
190801,52.287582
190802,47.407406
190901,31.557743
190902,18.458698
191000,64.7463
191110,28.687338
191120,13.970749
191201,49.957664
191203,30.512169
191204,17.891684
191301,27.944111
191302,51.143452
191410,16.545204
191420,17.927761
191500,29.03396
191610,28.349337
191620,24.390244
191710,14.665757
191720,18.819283
191810,13.424736
191820,27.215889
191901,45.428734
191902,15.593895
192001,42.105263
192002,19.562716
192300,10.679957
192410,9.1208515
192420,17.379051
192510,22.367702
192520,13.69863
192610,16.48237
192620,31.524122
192700,22.048939
194101,31.448538
194102,17.118778
194200,19.193857
194300,15.541265
194401,23.133118
194402,26.395632
194500,77.70961
195100,10.117361
195201,16.915422
195202,14.211137
195300,13.421053
195400,24.847527
195500,14.6282
195600,30.293941
195710,22.36622
195720,27.440395
195802,21.113943
195803,19.10828
195804,13.104013
195901,16.471607
195902,10.411502
195903,16.407598
197200,7.2258062
197300,17.629025
197410,10.732617
197420,24.298525
197500,21.119593
197600,19.777504
197700,15.289336
199000,29.613579
199110,15.2
199120,20.963425
199201,15.772871
199202,17.73399
199300,16.87289
199400,21.271881
199700,23.961176
199800,18.818819
199900,24.27363
201110,12.043658
201120,12.212644
201200,17.293234
201301,28.122166
201302,11.500547
201401,16.578896
201402,13.424249
201501,20.717722
201503,26.788433
201504,19.569471
201601,12.5
201602,22.030981
201700,10.057961
203100,17.487738
203200,21.73913
203300,118.37709
203500,34.438774
203600,32.756489
203710,18.796993
203720,23.918821
203800,14.248961
203900,15.175977
204110,21.398914
204120,9.1074677
204200,29.272619
204300,26.184538
204410,31.295137
204420,64.970779
204600,17.914957
204700,25.443171
204810,24.812344
204820,14.309076
204910,15.888779
204920,26.848249
205110,11.500261
205120,41.666668
206010,22.806461
206020,382.63623
206031,104.35339
206032,25.131502
206050,28.533802
206200,122.04007
206300,134.92928
207101,22.951864
207102,54.488609
207103,23.968042
207301,93.46991
207302,102.75748
207400,410.69626
207501,4.6992483
207502,68.690094
207710,223.33438
207900,91.203804
208000,18.063082
208301,20.334387
208302,38.261265
208401,19.532137
208402,27.017544
208501,14.630289
208502,26.469769
208610,27.927717
208620,26.490067
208710,10.613751
208720,20.113686
208801,71.955719
208802,49.035633
208902,35.769829
208903,39.917591
208904,23.953745
209102,27.365782
209103,21.052631
209104,18.099548
209200,56.166058
209300,27.36202
209401,25.316456
209402,40.866035
209403,31.763723
209510,17.164179
209520,42.203987
209810,14.42481
209820,32.119205
210010,33.333332
211000,26.946108
211120,46.385777
211121,13.733906
211122,38.695236
211201,20.577497
211202,33.755276
211310,17.923651
211320,49.319214
211410,26.509573
211420,24.433849
211500,19.599489
211701,17.287233
211703,10.422931
211704,20.470829
211802,34.417278
211803,25.296442
211804,17.447496
211910,14.108233
211921,15.440509
211922,5.414185
212101,51.47826
212102,19.438444
212202,31.047516
212203,37.593987
212204,18.003273
212303,24.785801
212304,48.741295
212305,14.19142
212306,11.665586
212410,14.026602
212420,17.889088
212501,9.2678404
212502,50.896057
212610,36.683029
212620,9.3295727
212701,30.84936
212702,16.773163
212800,25.347307
212900,8.5609455
213100,30.323915
213201,18.884497
213202,19.312767
213310,21.165403
213320,60.437008
213401,15.847578
213402,46.072838
214000,19.72489
214100,12.919897
214400,11.558784
214501,54.971157
214502,10.689795
214503,15.573525
214600,20.238525
214700,28.185328
214800,11.916584
214901,16.476126
214902,27.884281
215101,29.322163
215102,17.964071
216100,21.420921
216200,25.015635
216300,21.571344
216401,21.553564
216402,14.304292
216700,16.612131
216800,22.506083
216900,15.256856
217001,24.118071
217002,19.962687
217100,16.358839
217200,27.270452
218110,38.262371
218120,15.612803
218210,33.324982
218220,30.923346
218300,30.790522
218400,20.27972
218500,20.219936
218600,14.825582
218701,18.608414
218702,41.781452
218800,18.525379
218900,26.42416
219010,37.861916
219020,23.391813
219300,24.137154
219500,38.795601
219700,38.277512
219800,26.785715
219901,26.479752
219902,17.866005
220000,25.721237
220100,50.936005
221110,15.586546
221120,29.918699
221210,32.09795
221220,23.268112
221302,20.340847
221303,34.060467
221304,26.737968
221401,37.235722
221402,12.987013
221500,26.580645
221601,21.801491
221602,22.684311
221710,28.115501
221810,17.90831
221820,13.116802
221900,20.044544
222001,22.178087
222002,33.006813
222100,21.586767
222200,27.73089
222500,24.668631
222600,31.103075
222700,38.188042
224010,73.390152
224020,127.53278
224200,20.07374
224310,17.359526
224320,23.61516
224410,18.829067
224420,21.544716
224600,38.791828
224700,21.478981
226001,82.373779
226002,235.91991
226410,21.804306
226420,22.299116
226700,17.440098
227010,16.072981
227020,23.217701
228100,15.703971
228210,26.67378
228220,18.904043
228310,20.810753
228320,21.775545
228410,20.826952
228420,17.460787
228500,20.86919
228600,37.067547
228710,7.2681704
228720,36.166782
228800,23.994226
228900,24.557957
229100,19.652937
229200,29.869167
229300,15.765766
229410,38.950275
229420,19.671423
231100,48.878666
231210,30.927835
231220,43.863537
231300,63.813526
231400,32.42046
231500,36.253143
231600,30.610785
231710,34.427357
231720,33.61499
231800,25.618944
231900,38.596493
232110,38.267876
232120,33.970276
232200,24.407753
232300,23.106241
232400,36.779613
232500,41.674976
232600,43.360001
232700,31.39591
232800,18.262587
234000,34.084949
234200,34.467323
234300,60.399158
234501,45.569622
234502,45.271179
234600,56.719368
234700,44.221378
234800,26.926647
234901,38.946987
234902,43.027477
235100,23.900169
235201,33.812672
235202,43.070259
236000,26.1959
236100,73.360573
236202,40.933571
236203,31.082529
236204,56.371712
236400,14.772727
237101,52.458115
237102,56.168159
237201,28.193832
237202,33.653847
237300,38.746105
237401,43.296089
237402,37.456448
237500,39.029537
237600,40.476189
237710,48.893295
237720,35.463367
237800,38.804405
237900,32.347042
238000,42.84145
238100,34.580254
238200,51.619987
238310,48.878544
238320,66.905006
238400,41.054039
239201,19.876444
239202,38.138977
239310,28.785397
239320,36.509579
239330,31.00032
239501,32.432434
239502,52.885983
239601,33.925686
239602,61.591103
239701,26.428135
239702,56.691196
239801,30.216648
239802,40.092358
240010,48.082119
240020,32.090355
240200,46.857357
240300,46.919048
240401,34.534817
240402,52.282379
240500,51.16066
240600,33.103447
240700,28.943089
240800,28.282827
240900,42.770882
241001,40.927696
241002,28.919695
241110,15.659955
241120,63.114136
241201,28.285616
241202,48.681541
241300,30.685921
241400,36.041359
242000,37.698898
242100,50.950844
242200,37.634407
242300,36.761669
242600,55.961071
242700,36.419991
243000,21.488317
243100,37.727272
261101,18.766068
261102,17.331022
261200,13.253313
262100,14.531044
262200,19.304201
262301,7.6845975
262302,19.987104
262303,17.496635
262400,13.531353
262501,8.6100864
262601,6.6507049
262604,13.014853
262704,20.477816
262706,16.976128
262802,13.566987
264000,13.444303
264102,18.463812
264103,12.429832
264301,22.248243
264302,19.018293
265100,23.628048
265201,22.207037
265202,31.723751
265301,3.6461499
265303,7.1065989
265304,5.7903881
265305,7.7066793
265410,12.693935
265420,7.006072
265510,18.849686
265520,25.536724
265601,20.006783
265602,6.8329349
265700,13.503086
267100,20.557129
267200,28.808765
267300,29.626253
267402,22.154648
267403,16.612377
267404,12.357121
267501,17.418964
267502,18.100891
267600,35.726212
267700,24.240654
267800,41.946308
267901,44.206009
267902,13.769363
269000,20.837011
269100,20.900723
269300,11.609379
269500,13.72598
269601,32.977386
269602,21.129326
269700,24.856096
269800,12.146978
269903,14.109347
269904,19.656631
269905,9.3984966
269906,5.8843889
269907,20.694492
270100,17.938189
270200,25.926886
270300,30.460922
271100,28.28619
271200,14.867256
271300,16.4664
271400,9.5628414
271500,14.488088
271600,7.0765147
271701,14.658258
271702,10.359116
271801,13.771782
271802,9.2478418
271901,10.61008
271902,19.953953
272100,17.865219
272201,11.119936
272202,6.9518719
272301,10.644769
272302,11.076651
273100,36.127838
273200,26.935072
273300,28.900112
273402,68.287453
273502,73.211876
273600,28.045208
273700,19.285715
273800,16.526442
273902,32.934132
274100,33.550793
274202,18.914883
275101,11.006289
275102,15.693336
275200,24.987869
275302,13.747136
275311,13.025356
275400,22.052338
275500,21.664766
275602,12.730022
275603,14.900102
276000,17.198137
276100,20.785219
276400,12.212644
276500,7.0182095
276601,24.584057
276603,6.6125069
276604,10.826077
277000,11.864102
277100,16.25
277200,58.217823
277400,87.134506
278001,27.844072
278102,21.935484
291110,33.333332
291120,32.300304
291130,20.436729
291210,11.956333
291220,10.015815
291300,29.411764
292000,23.203926
293201,10.312406
293202,18.991283
293301,9.6551723
293302,19.461622
293304,22.930521
293306,13.411568
293307,13.006317
294110,20.039639
294120,16.76446
294200,18.348623
294301,10.074627
294302,24.1632
294410,20.887728
294421,24.760647
294510,12.271214
294520,27.063969
294610,14.091014
294620,11.978704
294701,42.027195
294810,25.089605
294820,25.227568
294830,30.295048
294900,23.628464
295103,12.741471
296210,21.098581
296220,37.157757
296300,21.412804
296401,11.99883
296402,17.417023
296500,29
296600,47.441677
296901,30.700726
296902,19.909275
297000,14.59854
297110,37.079079
297120,25.864344
297201,20.202021
297202,24.446732
297300,10.443864
297400,11.964903
297500,20.784313
297601,26.510721
297602,14.23221
300100,7.2135549
300200,11.099366
300501,31.647635
300502,12.493753
320000,
400304,25.578737
400403,13.93643
401202,20.097313
401303,14.634147
401304,14.746227
401311,46.486149
401312,27.650581
403303,37.881447
403304,8.8264799
403305,5.1474028
403312,16.306484
403316,14.376322
403319,20.144861
403320,8.1951942
403321,12.341722
403322,14.746313
403323,14.72483
403324,7.3309398
403325,10.305029
403402,15.793849
403403,11.315417
403404,7.2078905
403405,19.86755
403406,18.880878
403407,9.505703
403408,8.1313524
403500,5.854178
403703,6.2765741
403801,12.93723
403802,11.553918
404100,15.518606
404202,6.0621371
404503,10.724731
404504,5.7334914
405301,0.5737235
405400,11.671754
405701,10.184421
406000,4.4358726
406901,23.352795
406902,11.260643
407001,20.08032
407002,45.721924
407101,32.705444
407102,17.301676
407200,29.34157
407301,27.202343
407302,28.93726
407501,32.594234
407502,20.462851
407601,54.708519
407602,26.697178
407701,30.268417
407702,23.987129
407801,20.034344
407802,31.459515
407900,15.709226
408137,8.7719297
408138,16.365067
408139,19.590578
408140,19.340778
408141,12.672176
408202,284.36255
408211,83.123428
408212,32.296181
408301,46.805481
408302,11.576355
408303,11.918405
408401,18.7896
408402,32.817451
408501,36.967419
408503,8.8221636
408504,21.697016
408505,9.7222223
408623,9.5665169
408624,11.869436
408625,16.065191
408626,17.585758
408627,10.295583
408628,9.970458
408629,10.913059
408630,23.324694
408631,15.846692
408703,4.7597113
408704,22.21517
408705,12.669683
408706,4.7443333
408722,7.986186
408723,9.6651707
408724,25.544163
430002,23.380281
430003,5.1965656
430101,67.887718
430102,24.521072
430200,9.5147476
431200,19.701199
431300,7.6004343
431400,10.989011
431501,10.972131
431502,11.977401
431800,7.2563925
431900,16.151686
432000,15.746095
432101,10.387812
432102,17.292673
432201,13.972537
432202,29.793907
432901,31.96347
432902,18.401539
433501,103.91645
433503,52.998604
433601,18.777384
433602,24.953445
433700,89.168633
433801,43.621529
433802,48.092339
434004,34.34066
460000,1.2642225
460100,13.308625
460200,17.891262
460301,18.957346
460302,27.213919
460501,11.175199
460502,19.235022
460600,12.70183
460700,20.218039
461000,47.820824
461100,42.463272
461200,12.545966
461300,10.662497
463101,34.525791
463102,44.001095
463300,4.5
480002,4.6565776
480011,11.318721
480012,13.581684
480101,19.038984
480102,5.4680667
481201,28.41823
481202,8.6820631
481300,17.096581
482303,19.029188
482304,24.041059
482401,29.390333
482402,25.210085
482502,19.688789
482503,25.238913
482521,19.355944
500100,6.7971725
500201,4.9742708
500300,14.929921
500402,65.222244
500403,18.960518
500404,27.77202
500500,43.493633
500600,54.846729
500700,54.37973
500800,42.526691
500900,38.26955
501001,33.704292
501002,22.453562
501501,
502005,10.230692
502200,19.472363
502301,41.225536
502302,34.472332
502401,27.177147
502402,16.949152
502500,79.426765
502601,23.378061
502602,50.38335
502901,17.857143
503000,27.258701
503103,14.654698
503104,23.246803
503105,18.926689
503106,41.297935
503201,16.670635
503202,23.607748
503302,18.848009
503501,23.096409
503502,11.314396
503601,24.970554
503602,31.688313
503701,18.226694
503702,15.464914
503703,13.646218
503801,20.321362
503802,16.925802
503901,12.274122
503902,32.746162
504001,9.755291
504002,16.275549
504101,23.473282
530301,53.699787
530302,19.702986
530500,22.099447
530601,16.137566
530602,23.305084
530700,30.815971
530801,20.046537
530802,29.991179
530901,23.214285
530902,22.561691
531000,35.607197
531101,30.886303
531102,23.055641
531201,14.724595
531202,21.698112
531301,30.970284
531302,18.051071
531502,20.993494
531503,27.120783
531504,22.037329
531602,28.284855
531603,23.159145
531604,28.327902
531701,37.353653
531702,42.238647
531800,24.169779
531901,17.426662
531902,24.402643
532302,40.653904
532303,133.87791
532304,57.306591
532700,38.79892
532800,24.651905
532900,22.368799
533001,25.986525
533002,31.331593
534700,7.6699834
534802,30.744337
534803,28.358902
534804,13.809276
534900,43.050041
535001,26.462395
535002,32.120522
535101,25.485123
535102,28.012358
535200,26.687065
535300,33.881416
535400,61.565525
540000,25.199837
540101,29.386093
540102,20.758661
540202,21.505377
540203,42.610092
540300,56.822727
540400,27.255278
540501,81.812035
540502,37.437847
540600,63.914158
540700,62.442326
540800,29.680365
540901,36.900368
540902,33.221939
541001,63.788029
541002,81.228668
541100,70.122963
541200,31.103949
541300,27.532122
541400,21.736063
541500,19.837692
541603,25.104603
541604,36.971832
541605,51.883438
541606,32.860039
541700,57.335041
541801,18.844221
541802,16.365036
542000,25.18544
542103,24.265955
542104,28.774929
542105,22.45509
542106,43.019943
542200,32.965477
542401,62.415459
542402,49.349075
542501,21.966528
542502,73.437134
542601,29.583876
542602,55.829517
542700,44.909153
542800,36.634586
542900,37.254227
543000,22.432373
543100,33.836239
543201,27.748692
543202,60.912659
543304,15.652735
543305,86.749283
543306,37.71492
543321,35.116154
543322,26.437914
543400,25.710419
543501,28.391651
543502,24.793388
543503,20.803949
543601,10.640871
543602,17.424242
543603,19.2108
543604,26.48448
543701,18.598473
543702,28.736422
543703,22.475107
543801,16.949152
543802,32.974808
543903,43.198284
543905,48.262119
544001,26.536629
544002,35.653648
550000,66.881027
550100,21.533812
550201,15.672914
550202,49.63171
550300,27.910583
551900,33.951183
552001,21.516136
552002,40.190907
552100,31.650705
552200,47.060738
552301,33.996685
552302,21.548285
552400,34.482758
552601,29.826166
552602,15.138593
552700,17.79661
552800,25.106663
552900,25.140491
553000,32.217308
553100,27.071247
553200,19.669142
553300,33.741417
553502,71.079628
553503,20.864382
553504,20.579981
553601,64.488937
553602,16.660284
553701,32.786884
553702,27.506477
553801,45.688847
553802,45.415741
553901,34.238823
553902,31.815784
554001,35.414482
554002,39.857529
554101,30.701754
554103,34.076828
554104,38.07011
554105,31.33836
554201,59.595959
554203,30.444965
554204,43.591564
554301,70.698921
554302,61.869358
554403,62.594395
554404,56.881176
554405,49.643089
554406,18.713203
554511,9.1994028
554512,28.747091
554513,15.354331
554514,22.043674
554515,19.429726
554516,19.892473
554517,13.154858
554518,7.4708457
554519,17.969196
554521,53.729874
554522,22.239412
554600,16.290182
554700,23.237495
554801,43.923866
554802,21.206642
554900,20.996294
555001,25.800549
555002,67.763794
555102,40.62455
555103,22.409586
555104,32.950573
555211,32.211884
555212,25.722116
570001,33.031673
570002,13.808606
570003,19.537815
570701,34.86504
570702,23.118958
570800,56.656239
570901,14.571332
570902,16.912752
571000,15.482539
571101,13.39753
571102,18.463812
571300,21.495745
571400,30.004196
577501,
599000,51.246151
599100,10.141988
600100,37.420269
600201,42.687038
600202,44.314255
600302,62.347614
600303,36.669971
600304,47.496422
600400,27.743065
601501,17.875126
601502,20.603737
601600,28.936581
601700,25.498295
601802,16.540987
602200,7.7611942
602301,8.9524107
602801,86.18438
602802,34.77124
603702,16.236307
603801,23.829432
603802,18.987341
603900,36.911842
604001,25.203253
604002,21.088875
604100,18.573753
609900,22.69693
670001,22.45594
670002,46.248463
670003,30.330063
670100,37.857666
670201,15.267176
670202,16.974171
670403,20.277882
670405,11.574074
670406,10.106383
670407,6.8401737
670411,13.187813
670413,8.7719297
670416,16.912298
670500,19.78022
670602,15.135562
670701,22.781944
670702,14.492754
700101,58.564896
700102,61.638279
700200,43.920414
700300,58.813171
700400,81.924088
700501,97.176292
700502,70.449173
700901,10.872448
701100,50.607288
702901,23.253311
703001,5.4375529
703002,16.604454
703100,25.343954
703200,19.268452
800101,13.633144
800102,12.801862
800202,17.991495
800203,20.83721
800204,37.578289
800324,27.439976
800325,17.950203
800326,28.075647
800327,22.984442
800328,16.201309
800329,44.124203
800330,29.712164
800331,53.927315
800332,14.914016
800406,28.528528
800408,30.659731
800410,31.196686
800504,154.35356
800506,37.286064
900102,53.545586
900103,27.254374
900104,26.332691
900201,40.642723
900300,23.158871
900501,49.930004
900504,51.795361
900505,33.713436
900506,36.922443
900507,20.278833
900508,33.86454
900602,33.368645
900605,23.197176
900606,84.554405
900607,79.660553
900608,37.172626
900609,28.392857
900701,81.528069
900703,73.478142
900704,87.762238
900705,66.537155
900803,30.233288
900804,55.068836
900805,64.303566
900806,115.17242
900900,34.138218
901003,2.5053687
901004,24.154589
901007,21.760155
901008,64.877716
901009,24.453693
901010,21.040424
901011,23.487261
901101,26.336952
901102,21.365961
901205,13.313864
901209,60.65712
901210,7.0785069
901213,7.9408545
910001,24.070023
910002,16.809076
910101,67.221893
910201,98.2659
910202,15.976761
910205,30.837004
910206,14.137334
910207,22.252192
910208,34.319706
910209,13.91143
910210,12.795276
910301,15.857988
910302,10.507881
910401,42.472172
910402,94.63987
910403,89.632385
910404,21.2938
910501,91.147659
910502,66.983124
910504,38.111019
910505,19.678583
910601,32.861897
910602,57.992939
910603,36.714832
910605,25.021027
910606,19.607843
910705,14.633014
910706,19.283747
910707,33.326073
910709,18.203171
910711,29.898855
910712,42.330097
910713,18.768522
910714,24.081732
910715,20.647583
910716,17.128731
910804,12.44383
910805,13.906185
910807,13.13892
910808,10.638298
910809,11.845102
910810,13.860014
910811,48.95105
910812,16.842106
910813,11.369646
911001,14.680695
920011,10.909091
920012,7.9681277
920013,23.668638
920015,5.7757101
920016,7.5684066
920017,14.993752
920018,8.5433578
920020,14.26773
920023,21.847071
920026,10.666667
920028,7.8064013
920029,13.896931
920030,13.551479
920031,20.26899
920032,8.3591328
920033,8.1300812
920034,13.874066
920035,43.397625
920036,40.968899
920037,31.197411
920038,12.723743
920039,11.084337
920040,16.718616
920041,22.742041
920042,17.390076
920043,11.07011
920044,15.894955
920045,7.5020275
920102,35.61935
920104,13.351135
920106,54.723328
920107,21.840544
920108,9.9009905
920109,10.875476
920110,11.035654
920111,11.285267
920112,17.004251
920114,17.17053
920115,46.964775
920116,9.0444355
920118,9.0938101
920119,9.3046036
920200,149.72731
920303,22.743425
920312,34.588917
920313,17.684887
920314,33.967392
920322,16.129032
920326,25.409714
920328,24.892292
920329,30.16798
920330,19.486118
920331,9.7651711
920332,12.540453
920334,17.882803
920336,36.938068
920337,23.976686
920338,5.6144729
920339,16.391165
930101,25.477707
930200,149.65987
930301,25.316456
980002,
980003,
980004,2818.1819
980008,645.16132
980009,16200
980010,431.65466
980014,600
980015,66.282417
980019,88.785049
980020,
980021,
980022,
980023,1700
980024,174.79675
980025,
980026,136.36363
980028,
980031,117.8744
