Area,Youth_in_Non-Family_Households,Youth_in_Single_Parent_Households
404600,0.25188917,27.455919
404701,0,35.407593
404702,0,40.476189
404703,0,43.078323
404801,0,23.548922
404802,0.40160644,22.329317
404803,0,49.246231
404901,0,18.131868
404902,0,26.712923
404903,0,39.467007
405001,0.96952909,30.886427
405002,0,24.825174
405101,0,22.953737
405102,0,29.879519
405201,0,51.005749
405202,0,24.885696
405203,0,32.978722
405301,0,47.66169
405302,0,25.564457
405400,0,32.588596
405500,0,24.521309
405600,0,18.623785
405701,0,19.042189
405702,0,32.235836
405800,0.51546389,32.538658
405900,0,29.614182
406000,0,35.893013
406101,0,38.150288
406102,0,40.677967
406200,0,23.675386
406300,0,33.305229
406402,0,30.570902
406411,0,23.13253
406412,0,7.6062641
406500,0,25.425791
406601,0,20.882586
406602,0,29.64539
406701,0,14.076576
406702,0,46.784073
406800,0.54347825,32.971016
406901,0.95658571,41.206768
406902,0,31.382317
407001,8.234519,27.40448
407002,0,19.7995
407101,0,25.661915
407102,0,16.938618
407200,0,38.700401
407301,1.7563118,48.737652
407302,0,29.855371
407400,0,23.387096
407501,0.77101004,22.667694
407502,0,24.712645
407601,0,44.122517
407602,0,31.102734
407701,0,57.085022
407702,0,30.87167
407801,0,37.64706
407802,0,24.765869
407900,0,22.782387
408003,0,7.6120958
408004,0,43.772892
408005,2.270663,35.149864
408006,0,38.101265
408133,3.3451958,22.135231
408134,0,21.412804
408135,0,48
408136,0,37.518463
408137,0,53.012047
408138,0,44.018059
408139,0,33.383011
408140,0,41.388176
408141,3.0474842,44.082211
408202,0,49.82143
408211,1.5611448,34.171726
408212,2.6804123,31.752577
408301,0,31.076506
408302,0,37.954239
408303,0,29.716982
408401,0,16.038563
408402,0,19.306467
408501,0.68104428,34.733257
408503,0,26.718212
408504,0,14.784728
408505,0,14.092664
408623,0,29.101284
408624,0,14.738806
408625,0,29.502369
408626,0,25.439783
408627,0,5.2631578
408628,0.92059839,23.820484
408629,0,9.0476189
408630,0,33.171326
408631,0.73589534,38.757156
408703,0,13.993174
408704,0,51.242828
408705,0,16.718266
408706,0,10.979228
408722,0,32.608696
408723,0,11.94332
408724,3.0553262,41.783649
408800,0,49.747219
430002,1.2203389,21.559322
430003,0,9.4594593
430101,0,59.456837
430102,5.1226549,26.911978
430200,8.8888893,13.333333
430301,1.0416666,6.9444447
430302,0,32.916054
430400,0,15.663801
430501,0,6.4272213
430502,0,12.702473
430600,0,12.864322
430701,2.974359,5.6410255
430721,0,26.975477
430723,0,30.016722
430724,2.5812619,19.598471
430801,0,20.894644
430802,0,27.756655
430803,0,17.152466
430901,0,32.223312
430902,0.58962262,42.92453
431001,0,31.149302
431002,1.0785824,19.260401
431100,0,22.39909
431200,1.7059301,25.995127
431300,0,20.593693
431400,0,15.879265
431501,0,18.902439
431502,0,14.017769
431600,0,5.2208834
431700,0,14.02014
431800,0.082576387,27.250206
431900,0,30.410023
432000,0,7.4592075
432101,0,18.757612
432102,0,21.632652
432201,0,27.320955
432202,0,34.386391
432300,0,26.701571
432401,0,40.358273
432402,0,19.703798
432500,0,30.165289
432601,1.1913104,46.391029
432602,4.0691762,39.471008
432700,0,24.420403
432801,0,33.947773
432802,0,31.107206
432901,0,23.892895
432902,0.25706941,17.609255
433101,0,36.666668
433102,1.5653775,49.079189
433200,0,39.860142
433302,0,24.95697
433304,0,43.68132
433305,0,47.264629
433306,0,26.036867
433307,0.80106807,39.919891
433401,0,46.624203
433402,0,58.465191
433403,0,52.122643
433501,0,56.761566
433503,0,48.783611
433504,0,28.273809
433601,0,48.341232
433602,0,31.894934
433700,0,41.240875
433801,0,36.952381
433802,0,29.411764
433901,0,33.313782
433902,0.43907794,42.810101
434001,0,45.069275
434003,0,40.137222
434004,0.97205347,23.207777
460000,1.0764263,17.330463
460100,0,32.302406
460200,0,28.632025
460301,0,23.89814
460302,0.99403578,32.306164
460401,0,38.910507
460501,0,3.0326004
460502,0,5.6374674
460600,5.3872056,11.363636
460700,0,11.682243
460800,0,13.692307
460900,0.67430884,58.799728
461000,0,38.707436
461100,0,34.16436
461200,0,12.838515
461300,0,10.558464
461400,1.3490725,13.490726
461501,0,37.677986
461502,0,42.631897
461600,3.1163435,45.844875
461700,0,16.203703
461901,0,55.555557
461902,0,100
462001,0,39.98064
462002,0,46.247463
462100,0,45.974575
462201,5.2525253,41.414143
462202,0,22.938145
462301,4.2675896,34.371395
462302,2.1671827,49.226006
462400,1.2290503,28.826817
462500,0,9.0163937
462600,1.369863,6.6210046
462700,0,33.615479
462800,0,14.871795
462900,0,8.9156628
463000,0,6.0267859
463101,1.1961722,17.22488
463102,0,27.424749
463200,0,44.444443
463300,0,12.232416
463400,0,30.309734
463500,0,11.2922
463601,2.9595015,26.479752
463602,0,21.5847
463700,0,32.669323
463800,0,12.637362
463900,2.3706896,2.8017242
464000,0,13.640389
464100,0,10.696008
464200,0,16.148148
480002,0,5.788712
480011,0,9.423605
480012,0,28.672565
480101,0,20.703518
480102,1.870187,20.79208
480201,0,9.3952484
480202,0,7.2485209
480302,2.5171626,23.340961
480303,0,36.724567
480304,0,65.714287
480400,0,22.604166
480500,0.93530786,22.992985
480600,1.5228426,21.06599
480702,0,17.682926
480703,0,15.868673
480704,0,30.317461
480802,1.6369047,11.607142
480803,0,6.7768593
480804,0,28.049866
480901,1.0626992,30.712009
480902,0,18.918919
480903,0,50.746269
481001,1.40625,41.25
481002,0,39.29961
481101,0,49.098473
481102,0,28.062016
481103,0,48.974941
481201,0,16.457462
481202,0.93936807,22.203245
481300,0,25.619835
481401,0,23.13278
481402,0,23.648029
481500,0,20.233463
481603,0,29.777071
481604,0,15.549215
481605,0,33.854168
481606,0,31.851179
481711,0,17.636023
481712,0,31.447964
481713,2.9013541,43.520309
481714,0,26.415094
481800,5.3691278,21.14094
481901,0,19.876543
481902,0,36.488811
482001,0,11.025641
482002,0,23.918417
482101,1.120797,36.612701
482102,0,24.312897
482201,0,27.377522
482202,0,29
482301,1.3722126,33.10463
482303,0,37.410542
482304,0,38.36858
482401,0,35.920399
482402,3.9215686,28.473999
482502,0,35.082458
482503,0,20.22756
482521,0,27.148848
482522,0,49.629631
482600,0,19.646183
482701,0,52.515724
482702,0,39.583332
482800,0,34.768211
500100,0,11.156463
500201,0,11.815068
500202,0,7.2447858
500300,1.2924072,25.52504
500402,0,39.277107
500403,9.1734791,41.326069
500404,0,30.027548
500500,0,31.908398
500600,0,48.586117
500700,0,43.422733
500800,0,26.271776
500900,0,49.440559
501001,0,31.903484
501002,0,27.209099
501200,0.42765501,24.233786
501300,0.16519824,37.334801
501400,0,41.567459
501501,0.62893081,12.78826
501503,6.9109077,56.869274
501504,3.8309114,52.97226
501600,0,29.42346
501700,0,23.378077
501802,0,41.496597
501803,0.82592124,46.632782
501804,0,55.241264
501900,0,27.066929
502003,0,39.959015
502004,0,27.582645
502005,0,25.484352
502100,0,41.947567
502200,0,26.421137
502301,0,42.515381
502302,0,47.318008
502401,0,29.719765
502402,0,43.156734
502500,0,38.938053
502601,0.45016077,17.620579
502602,0,40.946316
502700,0,45.65757
502801,0.34562212,26.440092
502802,1.3409961,65.134102
502901,2.881356,18.983051
502902,0,25.41806
503000,0,38.334225
503103,0,29.454306
503104,0,23.949045
503105,1.384083,40.65744
503106,0,39.740566
503201,1.0794897,27.772326
503202,0,21.675634
503301,1.5988373,18.459303
503302,0.70588237,31.764706
503401,0,37.960171
503402,0,7.1895423
503501,0,34.007656
503502,0,42.996109
503601,4.6483908,25.983313
503602,0,11.604585
503701,0,37.562603
503702,0,18.164968
503703,0,9.3678598
503801,0,32.350464
503802,0,20.47661
503901,0,19.937206
503902,0,8.1474295
504001,0,14.206897
504002,0,18.036713
504101,0,29.569378
504102,,
530003,0,35.866261
530004,1.9230769,33.974358
530005,0,59.156784
530006,0,49.946751
530101,0.44014084,44.366196
530102,4.4198895,35.138123
530202,0,35.113636
530203,0,50.70866
530204,0,49.397591
530301,0,54.049843
530302,0,33.161953
530400,0,43.103447
530500,0,34.81332
530601,0.66445184,42.109634
530602,15.774648,34.366196
530700,0,54.316547
530801,0,54.545456
530802,0,35.360359
530901,0,26.114649
530902,6.8130202,35.427708
531000,0,26.380367
531101,0,34.273857
531102,0,34.453781
531201,3.1534264,37.052761
531202,0,44.896194
531301,0,40.368965
531302,0,54.620224
531502,0,41.310543
531503,0,24.662813
531504,1.6207455,53.88979
531602,0,53.761871
531603,2.4918742,45.93716
531604,0,47.108845
531701,2.0360219,28.112764
531702,0,43.806923
531800,0,37.516869
531901,0.47664443,34.413727
531902,0,40.733944
532001,0,41.525425
532002,1.4965986,47.210884
532101,0,34.31778
532102,0,26.040268
532200,2.2018349,59.204891
532302,0,34.563759
532303,0,32.218845
532304,0,33.302921
532400,,
532500,0.89820361,41.117764
532603,0,38.661087
532604,0,42.99781
532605,0,49.171272
532606,0,36.62162
532700,1.5974441,42.172523
532800,0,50.942284
532900,0,52.003338
533001,0,52.724358
533002,0,48.037888
533103,0.6950478,50.477844
533104,0.54017556,58.744091
533105,0,37.347931
533106,0,36
533107,0,59.238094
533201,3.8372092,38.837208
533202,0,38.46154
533203,0,49.158249
533300,0,42.729488
533401,0,39.941349
533402,0,41.91571
533403,1.3237064,52.346569
533501,1.6483517,43.223442
533502,0.67001677,21.60804
533503,0,44.630405
533601,0,48.813343
533602,0,57.823128
533603,0,45.795292
533701,0,45.064724
533702,0,44.675541
533703,0,43.466488
533803,0,34.462677
533804,0,30.884808
533805,0,25.103306
533806,0,28.783592
533901,0,39.047195
533902,0,46.702045
534001,1.0952903,28.587076
534002,0.75440067,43.336128
534101,0,37.627552
534102,0,38.129498
534201,0.58548009,46.13583
534202,0,44.449951
534203,0,34.76395
534301,0,48.829853
534302,0.75914425,32.505177
534403,0.23640662,36.524822
534404,0,54.950935
534405,3.3022861,45.215919
534406,0,51.588234
534501,0,35.086128
534502,0,32.587063
534700,0.66985649,37.129185
534802,0,48.780487
534803,0,46.756756
534804,0,46.691872
534900,1.2147985,44.008835
535001,0,40.63422
535002,1.7690876,47.951584
535101,0,46.0835
535102,0,45.89217
535200,0.84033614,54.726891
535300,0.43352601,40.799614
535400,0,41.780823
535501,0,39.3866
535502,0,44.3657
535503,0,47.714287
535603,0,36.897766
535604,0,40.287769
535605,0,53.137409
535606,0,56.609196
535607,0,30.262173
535701,2.6108074,32.969036
535702,2.3231256,51.847942
535802,0,39.366787
535803,0,42.605366
535804,0,50.162022
535901,0.38387716,38.963531
535902,0,20.4853
536000,1.0544815,61.599297
536102,0,30.827887
536103,0,30
536104,0,43.41716
536200,0,38.066879
540000,0,36.409821
540101,1.5609264,45.820744
540102,2.6517384,31.644077
540201,0,56.828194
540202,0,54.033291
540203,0,49.21722
540300,0,49.283855
540400,0,48.136314
540501,0,37.2043
540502,0,43.021034
540600,0,51.210827
540700,0,56.909092
540800,0,49.38356
540901,0,27.511593
540902,0,50.390347
541001,0,47.619049
541002,0,32.093021
541100,0,57.530865
541200,1.8193225,62.107906
541300,5.6439199,42.585941
541400,0,43.415714
541500,0,48.621273
541603,0,42.63776
541604,0,55.525486
541605,0,49.757576
541606,0,48.780487
541700,0,40.285866
541801,0.40962622,45.110088
541802,0,38.885761
542000,3.446419,33.602585
542103,0,49.881237
542104,0,22.515213
542105,0,32.151443
542106,5.2927027,25.340818
542200,0,45.3125
542401,0,47.271488
542402,0,60.324326
542501,0,49.35284
542502,0,48.957584
542601,0,49.907063
542602,1.8691589,35.239143
542700,7.3574495,34.82526
542800,1.7401392,43.271461
542900,0,20.516499
543000,0.88691795,47.006653
543100,0,45.958084
543201,0,53.964195
543202,0,37.36842
543304,0,49.190647
543305,0,68.343819
543306,0,34.130894
543321,0,28.833172
543322,0,19.382965
543400,0,40.054996
543501,0,48.343372
543502,0,28.291317
543503,0,18.500948
543601,0,30.92979
543602,0.060496069,43.315186
543603,0,37.690632
543604,0,42.192982
543701,0,25.628931
543702,0,24.735605
543703,0,23.46209
543801,0,17.359856
543802,0,38.814915
543903,0,17.300131
543905,0,43.381844
544001,1.496063,40.866142
544002,0,22.482014
550000,0,37.410072
550100,0,13.968101
550201,0,19.246862
550202,0,20.072552
550300,0,28.784956
550400,0,23.692308
550500,0,48.577801
550601,0,28.008999
550602,0,28.078358
550700,0,14.266578
550800,0,33.096317
550901,1.336074,26.002056
550902,0,54.629631
551000,2.5825825,25.045046
551101,0,54.266777
551102,1.4864864,51.081081
551201,0,31.301653
551202,0,32.169708
551300,0,48.815166
551401,0,28.800611
551402,0,33.445377
551501,0,39.370583
551502,0,33.988213
551600,,
551700,0,40.022236
551800,0,23.207228
551900,0,43.34103
552001,0,22.343325
552002,0.98231828,29.174852
552100,0,23.18725
552200,0,38.894909
552301,0,40.637451
552302,0,30.698288
552400,0,28.233831
552601,0,29.612404
552602,0,47.137257
552700,0,28.44639
552800,1.475596,34.392735
552900,0,50.17857
553000,0,17.316017
553100,3.5585041,26.718939
553200,0,31.525076
553300,0,38.490101
553400,0,36.690647
553502,0,46.462883
553503,0,37.067772
553504,0.58269835,42.895561
553601,1.8894331,41.147655
553602,0.37406483,38.216957
553701,4.1166382,30.017153
553702,0,41.666668
553801,0,29.469965
553802,1.5576324,40.68536
553901,0,37.887325
553902,0,31.772575
554001,0,27.094753
554002,0,31.666666
554101,6.562923,32.882275
554103,2.1857924,21.857924
554104,0,42.060608
554105,1.7138599,68.1073
554201,2.1103897,17.532467
554203,0,37.863167
554204,2.1143305,47.376663
554301,0,31.611208
554302,0,45.706371
554403,0,39.788918
554404,0,40.634922
554405,0,51.354679
554406,1.6853932,29.101124
554511,0,10.676533
554512,0,6.5047703
554513,0,21.113243
554514,0,35.413006
554515,0,10.904585
554516,0,24.019608
554517,0,16.379311
554518,3.000968,16.360117
554519,0,6.5705128
554521,0,17.978621
554522,0,16.845493
554600,0,35.160908
554700,0,28.847584
554801,3.5067873,37.104073
554802,0.67396796,31.929234
554900,0,37.278526
555001,0,29.142012
555002,0,47.10947
555102,0,39.18829
555103,0,44.410255
555104,0.91930538,13.483146
555202,0,10.387324
555211,0,34.035088
555212,0,41.176472
570001,0,20.361561
570002,0,25.875
570003,0,27.589544
570100,0,40.324963
570202,0,46.189644
570203,0,56.763927
570204,0,65.221321
570301,0,46.482635
570303,0,23.698959
570304,0,55.427105
570402,10.076671,35.158817
570403,0,54.750137
570404,0,39.901478
570501,0,18.639528
570502,2.6595745,34.810875
570601,0,50
570602,0.83333331,40.964912
570603,0,74.74807
570701,0,50.980392
570702,2.4074075,38.51852
570800,0,32.414619
570901,0,16.438356
570902,0,26.338799
571000,0,27.480314
571101,0,17.209303
571102,0,19.93704
571200,0,17.080557
571300,0,26.932085
571400,3.0271399,31.106472
571502,0,30.360933
571503,0,30.04878
571504,0,39.269913
571600,0,96.520622
571701,0.48622367,34.954079
571703,0,54.351395
571704,3.1531532,56.381382
571800,0,5.5737705
571900,0,33.717579
572001,0,27.734711
572002,0,32.963551
572100,0,16.593887
572201,0,27.638523
572202,0,45.486111
572301,0,29.07531
572302,0,42.173912
572400,0,33.333332
572500,0,67.578125
572600,0,24.108416
572700,0,36.685158
572800,0,80.139374
572900,0,44.363838
573002,0,61.092716
573003,0,51.00671
573004,0,68.932747
573100,0.69075453,27.258236
573201,0,34.903904
573202,0,34.81044
573300,3.0032468,53.327923
573401,0,36.886993
573402,2.6659696,47.569263
573403,0,15.372169
573601,0,14.067684
573700,0,22.674934
573800,0,15.41502
573902,0,22.516556
574000,0,10.733591
574100,0,21.271393
574201,0,6.4032698
574202,0,37.67313
574300,0,28.125
574400,0,14.793856
574500,0,8.7418299
574601,,
574602,0,54.950497
574700,,
574800,0,31.200001
574901,0,8.9285717
574902,0,33.225285
575001,0,20.64057
575002,1.072386,33.378017
575101,0.90334237,45.076782
575102,0,72.158661
575103,0,48.688812
575201,0,54.504505
575202,0,49.025398
575300,0,55.575016
575401,0,53.626942
575402,0,49.162373
575500,,
575801,0.77619666,54.592495
575802,0,45.961319
575803,0,69.582771
575901,0,72.01889
575902,0,84.440231
576001,0,21.516394
576200,0,34.328358
576301,0,58.167675
576302,0,50.838634
576401,0.64478314,60.785461
576402,0,48
576403,0,67.312729
576501,0,59.682079
576502,0,76.302933
576503,0,51.824818
576601,0,40.960453
576602,0,42.231075
576700,0,64.719101
576801,0,40.219093
576802,0,42.834396
576901,0,59.22562
576903,0,56.612183
576904,0,33.089581
577000,1.3035382,46.275604
577100,0,25.873606
577200,0,47.692307
577300,0,24.00835
577400,0,18.648649
577501,0,25.170069
577504,0,35.714287
577602,0,33.333332
577603,0,21.135647
577604,0,42.222221
599000,0,34.415585
599100,0,42.592594
600100,0,71.428574
600201,0,53.462051
600202,0,69.921875
600302,1.7274473,64.683304
600303,0,66.979523
600304,0,54.774635
600400,0,70.022125
600501,0,24.297522
600502,0,25.6917
600601,0,59.44334
600602,1.6774193,54.322582
600702,0,40.655449
600703,0,30.456852
600704,0,52.587246
600801,2.9876976,38.488575
600802,0,60
600902,0.86956519,43.04348
600911,0,33.993015
600912,1.0301692,46.651951
601001,0,42.424244
601002,0,53.328114
601100,0,73.81974
601202,0,38.603531
601211,3.7227213,48.523746
601212,0,44.493637
601301,0,40.485828
601302,0,56.241032
601303,0,64.450867
601401,0.85251492,59.676044
601402,0,36.793327
601501,0,43.314194
601502,0,35.984554
601600,0,52.704792
601700,0,43.91563
601801,0,31.398417
601802,2.8731046,44.134079
601900,3.1589849,42.309685
602002,0,44.132652
602003,0.61162078,39.694191
602004,0,46.334587
602103,0,31.125471
602104,0,48.328766
602105,2.5157232,28.21204
602106,0,26.111111
602200,0,19.369787
602301,0,14.736842
602302,0,21.29528
602402,0,47.717842
602403,0,41.10141
602404,0,40.93602
602504,4.1360292,62.5
602505,0,62.064156
602506,0,65.203514
602507,0,33.830105
602508,0,52.75901
602509,3.6909871,23.60515
602600,0,43.842106
602700,0,72.362389
602801,0,68.432671
602802,0,40.469208
602900,0,17.828054
603001,0,37.363895
603004,0,17.343174
603005,1.120797,50.560398
603006,0,28.795811
603101,0,40.288567
603102,0,23.342175
603200,2.4347825,10.086957
603301,0,8.7719297
603302,0,46.799118
603400,0,36.073826
603500,5.1209102,39.260311
603600,4.3674698,7.0783134
603702,0,26.150833
603703,0,22.325581
603704,0,51.177395
603801,0,42.328449
603802,0,38.166512
603900,0,48.096886
604001,0,38.302277
604002,0.56726092,46.11021
604100,0,12.649945
609900,0,29.36508
620001,1.3597033,22.126081
620002,0.86633664,33.787128
620101,0,29.416058
620102,0.83036774,9.1340446
620201,0,28.994083
620301,0.83870965,7.2258062
620303,0,7.6980567
620305,1.2744265,9.4307566
620400,0,20.778072
620501,0.99378884,12.608696
620521,0,33.820843
620522,0,28.947369
620601,0,18.656717
620602,0,15.348837
620701,0,16.339411
620702,0,10.344828
620800,0,11.275415
620901,1.3836478,16.729559
620904,3.4482758,10
621001,0,11.393806
621002,0,12.781955
621004,0,8.2887697
621102,0,15.665796
621104,1.5037594,18.609022
621201,0,20.359772
621204,0,0
621301,0,22.849161
621324,0,17.727272
621326,2.9962547,5.9925094
621400,0,23.321234
650001,1.5345268,15.174766
650003,0,38.573746
650004,0,25.13089
650101,0,21.153847
650102,0,38.394794
650200,0,20.03367
650300,0,25.501204
650401,0,15.06986
650501,0,9.9099102
650502,0,19.842165
650602,0,18.84058
650603,0,15.708813
650604,0,37.903931
650605,0,21.308981
650701,0,4.5544553
650702,4.8414025,7.3455758
650800,0,9.6440134
650901,0,27.419355
650902,0,28.17955
651001,0,13.997214
651002,0,5.4567022
651101,0,17.58877
651102,0,19.639935
651201,0,10.854947
651221,1.1627907,12.5
651222,1.876303,13.203613
651302,0,28.054953
651304,0,3.0560272
651401,0,14.949495
651402,0,17.635658
670001,0,17.948717
670002,0,34.691746
670003,0,37.147888
670100,0,33.225021
670201,0,14.089775
670202,0,6.1469264
670324,0,14.649681
670326,0,13.351135
670328,0,4.7451668
670403,0,15.771231
670405,0,18.854748
670406,1.2077295,1.2077295
670407,0,27.317677
670411,0,15.028902
670413,0,2.6802218
670416,0,6.9741282
670500,1.7142857,10
670602,0,0
670701,0,20.859322
670702,0,16.160627
700101,0,30.30303
700102,0,26.086956
700200,0,69
700300,0,36.065575
700400,0,9.5975237
700501,0,64.238411
700502,0,75.609756
700600,0,9.843606
700700,0,4.6228709
700801,0,10.37037
700802,0,43.774319
700901,0,11.246613
700902,0,23.895458
701000,0,30.815109
701100,0,100
701201,1.7372421,8.0347452
701202,0,43.295021
701302,0,7.8651686
701304,2.0761247,4.6136103
701402,0,41.478439
701501,0,23.971378
701502,0,25.295507
701601,0,20.91078
701602,1.285347,30.84833
701701,0,30.198915
701702,0,34.439835
701801,0,44.007858
701802,0,36.813187
701902,0,0
702002,0,19.590269
702102,0,25.375626
702201,0,30.458971
702202,0,15.130024
702300,0,20.538721
702400,0,25.356577
702501,0,19.065657
702502,0,34.328358
702600,0,24.178602
702700,0,16.915422
702801,0,17.527519
702802,0,27.429806
702803,3.4055727,15.944272
702901,0.729927,35.523113
703001,0,35.867447
703002,0,28.621496
703100,0,53.746254
703200,3.2046015,32.539032
800101,0.65040648,18.780487
800102,0,20.88167
800202,0,33.315651
800203,0,22.291994
800204,3.2374101,11.151079
800324,7.0995669,13.073593
800325,0,23.041475
800326,3.1914895,10.638298
800327,0,64.460625
800328,0,28.550076
800329,0.98944592,25.65963
800330,0,14.84375
800331,0,5.4216866
800332,0,11.159875
800406,0,18.010754
800408,4.0433211,27.653429
800410,0,9.7674417
800504,0,18.118467
800506,0,29.717682
900102,0,76.666664
900103,0,15.019326
900104,0,46.390713
900201,0,27.312775
900300,0,19.661335
900501,4.0450587,44.188427
900504,0.50276524,40.17094
900505,0,39.64698
900506,1.0080645,55.913979
900507,0,36.42857
900508,0,36.558289
900602,0,27.002968
900605,0.38847524,51.537716
900606,0,58.481194
900607,0,79.326546
900608,0,41.858143
900609,0,43.350208
900701,0,47.169811
900703,0,62.425682
900704,2.5575447,69.181587
900705,3.139535,46.395348
900803,0,31.023315
900804,0,41.392406
900805,1.4675052,48.113209
900806,0,54.741898
900900,0,19.139465
901003,,
901004,0.39084309,29.480738
901007,0,4.3126683
901008,0,36.179451
901009,0,43.363995
901010,0.70629781,50.264862
901011,0,38.916256
901101,0,40.672783
901102,0,36.070606
901205,0.6837607,30.14245
901209,0,22.155689
901210,0,21.568628
901213,0,3.9017341
910001,0,39.593658
910002,0,35.94836
910101,0,28.996283
910201,0,58.95097
910202,0,22.19812
910205,0,14.860682
910206,0.50505048,29.494949
910207,0,22.486614
910208,0.78043705,32.258064
910209,0,20.305862
910210,0,9.8429317
910301,2.2157996,17.34104
910302,0,30.943396
910401,2.0044544,25.389755
910402,0,53.37471
910403,0,57.677902
910404,4.6328673,29.458042
910501,0,76.279999
910502,0,54.853481
910504,5.6603775,27.223721
910505,0,32.179226
910601,1.3183404,36.254364
910602,0,61.908516
910603,2.767992,39.305485
910605,0,48.975903
910606,0.9009009,27.027027
910705,0,28.527336
910706,0.31847134,30.254778
910707,0,41.739132
910709,0,5.1334701
910711,0,41.025642
910712,0,46.611176
910713,0.72538859,32.227978
910714,0.64331663,52.751965
910715,0,37.695591
910716,0,39.104477
910804,0,1.9097222
910805,0,25.25355
910807,0,29.176905
910808,0,9.2783508
910809,0,32.701424
910810,0,22.175732
910811,,
910812,0,20.547945
910813,0,9.103261
911001,0,39.580421
920011,0,30.76923
920012,6.6666665,21.333334
920013,0,13.228894
920015,0.50590217,17.313097
920016,0,5.1823416
920017,0,28.583691
920018,0,14.634147
920020,0,5.4039593
920023,0,29.567308
920026,0,23.076923
920028,0.92355055,17.393536
920029,0.67264575,15.470852
920030,0,35.221676
920031,0,26.121372
920032,0,10.966341
920033,0,17.307692
920034,0,38.813736
920035,0,33.850128
920036,0,26.480448
920037,0.76423383,61.13871
920038,0,52.279636
920039,1.2244898,15.714286
920040,0,24.03756
920041,0.80645162,33.467743
920042,1.0573177,43.628269
920043,0,15.208546
920044,0,8.7765961
920045,0,14.981274
920102,1.2811868,20.701281
920104,1.6597511,21.715076
920106,0,22.617682
920107,0,5.0906963
920108,0.67385447,14.757412
920109,0,12.556929
920110,0,24.726912
920111,0,6.6767831
920112,0,10.039113
920114,0,39.590443
920115,0,14.344686
920116,0,20.680273
920118,0,18.349079
920119,0,4.7001619
920200,,
920303,0,27.941177
920312,0,35.279186
920313,0,17.193241
920314,0,16.029411
920322,0,31.66227
920326,0,20.44199
920328,0,7.6167078
920329,6.0200667,23.61204
920330,0,18.385651
920331,1.7910448,33.830845
920332,0,28.35821
920334,0,25.398155
920336,0,29.43787
920337,0,41.147228
920338,0.95497954,7.5488858
920339,0.81127244,15.713066
930101,0,25
930200,0,59.259258
930301,0,26.829268
980001,,
980002,,
980003,,
980004,,
980005,,
980006,,
980007,,
980008,0,100
980009,,
980010,0,0
980013,,
980014,,
980015,0,100
980018,,
980019,0,7.0422535
980020,,
980021,,
980022,,
980023,,
980024,0,0
980025,,
980026,,
980028,,
980030,,
980031,0,0
980033,,
990300,,
